PdfType: replica
Format: lhagrid1
---
1.000000e-02 1.047129e-02 1.096478e-02 1.148154e-02 1.202264e-02 1.258925e-02 1.318257e-02 1.380384e-02 1.445440e-02 1.513561e-02 1.584893e-02 1.659587e-02 1.737801e-02 1.819701e-02 1.905461e-02 1.995262e-02 2.089296e-02 2.187762e-02 2.290868e-02 2.398833e-02 2.511886e-02 2.630268e-02 2.754229e-02 2.884032e-02 3.019952e-02 3.162278e-02 3.311311e-02 3.467369e-02 3.630781e-02 3.801894e-02 3.981072e-02 4.168694e-02 4.365158e-02 4.570882e-02 4.786301e-02 5.011872e-02 5.248075e-02 5.495409e-02 5.754399e-02 6.025596e-02 6.309573e-02 6.606934e-02 6.918310e-02 7.244360e-02 7.585776e-02 7.943282e-02 8.317638e-02 8.709636e-02 9.120108e-02 9.549926e-02 1.000000e-01 1.023293e-01 1.047129e-01 1.071519e-01 1.096478e-01 1.122018e-01 1.148154e-01 1.174898e-01 1.202264e-01 1.230269e-01 1.258925e-01 1.288250e-01 1.318257e-01 1.348963e-01 1.380384e-01 1.412538e-01 1.445440e-01 1.479108e-01 1.513561e-01 1.548817e-01 1.584893e-01 1.621810e-01 1.659587e-01 1.698244e-01 1.737801e-01 1.778279e-01 1.819701e-01 1.862087e-01 1.905461e-01 1.949845e-01 1.995262e-01 2.041738e-01 2.089296e-01 2.137962e-01 2.187762e-01 2.238721e-01 2.290868e-01 2.344229e-01 2.398833e-01 2.454709e-01 2.511886e-01 2.570396e-01 2.630268e-01 2.691535e-01 2.754229e-01 2.818383e-01 2.884032e-01 2.951209e-01 3.019952e-01 3.090295e-01 3.162278e-01 3.235937e-01 3.311311e-01 3.388442e-01 3.467369e-01 3.548134e-01 3.630781e-01 3.715352e-01 3.801894e-01 3.890451e-01 3.981072e-01 4.073803e-01 4.168694e-01 4.265795e-01 4.365158e-01 4.466836e-01 4.570882e-01 4.677351e-01 4.786301e-01 4.897788e-01 5.011872e-01 5.128614e-01 5.248075e-01 5.370318e-01 5.495409e-01 5.623413e-01 5.754399e-01 5.888437e-01 6.025596e-01 6.095369e-01 6.165950e-01 6.237348e-01 6.309573e-01 6.382635e-01 6.456542e-01 6.531306e-01 6.606934e-01 6.683439e-01 6.760830e-01 6.839116e-01 6.918310e-01 6.998420e-01 7.079458e-01 7.161434e-01 7.244360e-01 7.328245e-01 7.413102e-01 7.498942e-01 7.585776e-01 7.673615e-01 7.762471e-01 7.852356e-01 7.943282e-01 8.035261e-01 8.081649e-01 8.128305e-01 8.175230e-01 8.222426e-01 8.269895e-01 8.317638e-01 8.365656e-01 8.413951e-01 8.462526e-01 8.511380e-01 8.560517e-01 8.609938e-01 8.659643e-01 8.709636e-01 8.759917e-01 8.810489e-01 8.861352e-01 8.912509e-01 8.963962e-01 9.015711e-01 9.067760e-01 9.120108e-01 9.172759e-01 9.225714e-01 9.278975e-01 9.332543e-01 9.386420e-01 9.440609e-01 9.495110e-01 9.549926e-01 9.605058e-01 9.660509e-01 9.716280e-01 9.772372e-01 9.828789e-01 9.885531e-01 9.942601e-01 1.000000e+00 
1.000000e+00 1.053917e+00 1.112953e+00 1.177724e+00 1.248939e+00 1.327409e+00 1.414069e+00 1.510000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
1.207436e-01  -6.897967e-01  -1.148441e+00  -1.983512e+00  -8.879521e-01  1.321327e+01  -1.982549e+00  4.021642e+00  -1.148441e+00  -6.897967e-01  1.207436e-01  
1.207436e-01  -6.897967e-01  -9.907846e-01  -1.822540e+00  -7.000571e-01  1.292425e+01  -1.821662e+00  4.091520e+00  -9.907846e-01  -6.897967e-01  1.207436e-01  
1.207436e-01  -6.897967e-01  -8.457564e-01  -1.674065e+00  -5.249024e-01  1.261697e+01  -1.673266e+00  4.150349e+00  -8.457564e-01  -6.897967e-01  1.207436e-01  
1.207436e-01  -6.897967e-01  -7.118468e-01  -1.536585e+00  -3.609837e-01  1.229575e+01  -1.535859e+00  4.199566e+00  -7.118468e-01  -6.897967e-01  1.207436e-01  
1.207436e-01  -6.897967e-01  -5.877182e-01  -1.408769e+00  -2.069678e-01  1.196442e+01  -1.408111e+00  4.240445e+00  -5.877182e-01  -6.897967e-01  1.207436e-01  
1.207436e-01  -6.897967e-01  -4.721844e-01  -1.289435e+00  -6.167303e-02  1.162636e+01  -1.288841e+00  4.274113e+00  -4.721844e-01  -6.897967e-01  1.207436e-01  
1.207436e-01  -6.897967e-01  -3.641939e-01  -1.177538e+00  7.594793e-02  1.128458e+01  -1.177002e+00  4.301571e+00  -3.641939e-01  -6.897967e-01  1.207436e-01  
1.207436e-01  -6.897967e-01  -2.628140e-01  -1.072148e+00  2.068233e-01  1.094173e+01  -1.071668e+00  4.323700e+00  -2.628140e-01  -6.897967e-01  1.207436e-01  
1.327597e-01  -6.455255e-01  -9.543172e-01  -1.790148e+00  -6.565993e-01  1.285305e+01  -1.789233e+00  4.036484e+00  -9.543172e-01  -6.455255e-01  1.327597e-01  
1.327597e-01  -6.455255e-01  -8.145868e-01  -1.646754e+00  -4.854205e-01  1.252398e+01  -1.645920e+00  4.087878e+00  -8.145868e-01  -6.455255e-01  1.327597e-01  
1.327597e-01  -6.455255e-01  -6.863278e-01  -1.514705e+00  -3.258682e-01  1.218094e+01  -1.513947e+00  4.129482e+00  -6.863278e-01  -6.455255e-01  1.327597e-01  
1.327597e-01  -6.455255e-01  -5.680908e-01  -1.392559e+00  -1.764966e-01  1.182806e+01  -1.391870e+00  4.162669e+00  -5.680908e-01  -6.455255e-01  1.327597e-01  
1.327597e-01  -6.455255e-01  -4.585974e-01  -1.279042e+00  -3.603092e-02  1.146896e+01  -1.278419e+00  4.188649e+00  -4.585974e-01  -6.455255e-01  1.327597e-01  
1.327597e-01  -6.455255e-01  -3.567204e-01  -1.173034e+00  9.665281e-02  1.110685e+01  -1.172471e+00  4.208485e+00  -3.567204e-01  -6.455255e-01  1.327597e-01  
1.327597e-01  -6.455255e-01  -2.614654e-01  -1.073544e+00  2.225454e-01  1.074452e+01  -1.073037e+00  4.223115e+00  -2.614654e-01  -6.455255e-01  1.327597e-01  
1.327597e-01  -6.455255e-01  -1.719559e-01  -9.797014e-01  3.425199e-01  1.038441e+01  -9.792471e-01  4.233363e+00  -1.719559e-01  -6.455255e-01  1.327597e-01  
1.447627e-01  -6.027713e-01  -7.721137e-01  -1.608283e+00  -4.346688e-01  1.244532e+01  -1.607416e+00  4.034002e+00  -7.721137e-01  -6.027713e-01  1.447627e-01  
